anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
42250,Bungou Stray Dogs Wan!,UNKNOWN,文豪ストレイドッグス わん！,7.96,"Comedy, Supernatural","Atsushi Nakajima has finally grown accustomed to the crazy lifestyle that comes with being part of the Armed Detective Agency. But even during peaceful periods of time, there is bound to be chaos! As Atsushi, his friends, and the agency's rival group—the Port Mafia—go about their days roaming the streets of Yokohama, there are no limits to the strange situations they are unwillingly thrown into. 

A new take on its original work, Bungou Stray Dogs Wan! shows the more mundane yet hilarious aspects of the characters' lives.",TV,12.0,"Jan 13, 2021 to Mar 31, 2021",winter 2021,Finished Airing,Kadokawa,UNKNOWN,"Bones, Nomad",Web manga,11 min per ep,PG-13 - Teens 13 or older,639.0,1863,1009,43228.0,106241,https://cdn.myanimelist.net/images/anime/1293/111430.jpg
416,Kurenai no Buta,Porco Rosso,紅の豚,7.95,"Action, Adventure, Award Winning, Comedy, Drama, Romance","After a curse turned him into a pig, World War I ace Marco Pagot becomes Porco Rosso, a mysterious bounty hunter who takes down sky pirates in the Adriatic Sea. He whiles away his days on a secluded island, rarely leaving other than to collect bounties or to visit the beautiful Gina, a songstress and owner of the Hotel Adriano.

One day, while traveling to fix his faulty engine, Porco Rosso is gunned down by a young American hotshot named Donald Curtis. Thrilled at the possibility of fame, Donald boldly declares that the flying pig is dead. Not wanting to disappoint Gina, Porco Rosso flees to the famous Piccolo S.P.A. airplane company and takes out a massive loan in order to repair and improve his fighter plane. There, he is surprised to find that the chief engineer of Piccolo S.P.A. is the 17-year-old Fio Piccolo, who hungers for a chance to prove herself. With Fio's improvements, Porco Rosso prepares to challenge Donald officially and regain his honor.",Movie,1.0,"Jul 18, 1992",UNKNOWN,Finished Airing,"Tokuma Shoten, Nippon Television Network","Disney Platform Distribution, GKIDS",Studio Ghibli,Manga,1 hr 33 min,G - All Ages,648.0,956,1938,147809.0,234087,https://cdn.myanimelist.net/images/anime/6/2878.jpg
1530,Kanon (2006),Kanon,カノン (2006),7.95,"Drama, Romance, Supernatural","As a young child, Aizawa Yuuichi had often visited his cousin in the city; however, something drastic happened to keep him away for seven long years. Now, Yuuichi returns, his memories of those days are simply gone.

Settling into the wintry town, Yuuichi comes across several young girls, all of whom are connected to his past. As he befriends them and continues to interact with them, the long forgotten memories from his childhood begin to resurface...",TV,24.0,"Oct 6, 2006 to Mar 16, 2007",fall 2006,Finished Airing,"Pony Canyon, TBS, Movic","ADV Films, Funimation",Kyoto Animation,Visual novel,24 min per ep,PG-13 - Teens 13 or older,646.0,844,4345,134132.0,265040,https://cdn.myanimelist.net/images/anime/1362/128746.jpg
2154,Tekkon Kinkreet,Tekkonkinkreet,鉄コン筋クリート,7.95,"Action, Adventure, Award Winning, Supernatural","The streets of Treasure Town are said to belong to ""The Cats."" They know everything that goes on in the city, and no one can stir up trouble without going through them first. In reality, The Cats are a pair of orphan boys called Black and White, who aren’t afraid of anything or anyone. 

But their rule of the streets is challenged when the Yakuza come to town and start making changes. The wild Black and the carefree White have no one to rely on but themselves to get their Treasure Town back to the way it was. But their bond is tested as they quickly realize going back to how things were may no longer be an option.",Movie,1.0,"Dec 23, 2006",UNKNOWN,Finished Airing,"Aniplex, Tokyo MX, Beyond C.",Sony Pictures Entertainment,Studio 4°C,Manga,1 hr 51 min,R - 17+ (violence & profanity),651.0,1845,1418,43045.0,107653,https://cdn.myanimelist.net/images/anime/12/8520.jpg
5678,Kobato.,Kobato.,こばと。,7.95,"Comedy, Drama, Fantasy, Romance","The friendly and sincere Kobato Hanato has a wish to go to a particular place no matter what. To fulfill this desire, she is tasked with helping people in their times of distress. For each mended broken heart, a small candy-like fragment is produced and fills a special bottle. Once the bottle is full, her wish will be granted.

As Kobato carries out her mission alongside her stuffed toy companion, Ioryogi, she encounters various people troubled by their different situations. From a child struggling with his parents, a high school girl troubled about romance, and everything in between, Kobato's naturally sweet smile and outgoing personality are ready to brighten their day!",TV,24.0,"Oct 6, 2009 to Mar 23, 2010",fall 2009,Finished Airing,"NHK, Kadokawa Shoten, NHK-BS2, KlockWorx, flying DOG",Sentai Filmworks,Madhouse,Manga,24 min per ep,PG-13 - Teens 13 or older,647.0,1344,1472,60404.0,162758,https://cdn.myanimelist.net/images/anime/8/79838.jpg
9996,Hyouge Mono,UNKNOWN,へうげもの,7.95,UNKNOWN,"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke, a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki, Furuta walks the way of the Hyouge Mono.

(Source: ANN)",TV,39.0,"Apr 7, 2011 to Jan 26, 2012",spring 2011,Finished Airing,"NHK, Sogo Vision",UNKNOWN,Bee Train,Manga,25 min per ep,R - 17+ (violence & profanity),645.0,3983,295,4412.0,27145,https://cdn.myanimelist.net/images/anime/3/77282.jpg
10721,Mawaru Penguindrum,Penguindrum,輪るピングドラム,7.95,"Avant Garde, Comedy, Drama, Mystery","For the Takakura family, destiny is an ever-spinning wheel, pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone, twin brothers Kanba and Shouma live alone with their beloved little sister Himari, whose poor health cannot decline any further.

On the day Himari is given permission to temporarily leave the hospital, her brothers take her out to the aquarium to celebrate, where the family's supposed fate is brought forth with her sudden collapse. However, when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop, the hand of fate continues to tick faithfully forward.

With her miraculous recovery, though, comes a cost: there is a new entity within her body, whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious ""Penguin Drum."" In their search, the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum, all hoping to land upon their chosen destiny.",TV,24.0,"Jul 8, 2011 to Dec 23, 2011",summer 2011,Finished Airing,"Starchild Records, Mainichi Broadcasting System",Sentai Filmworks,Brain's Base,Original,24 min per ep,R - 17+ (violence & profanity),649.0,760,7202,105828.0,292524,https://cdn.myanimelist.net/images/anime/5/30238.jpg
20507,Noragami,Noragami,ノラガミ,7.95,"Action, Fantasy","In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.",TV,12.0,"Jan 5, 2014 to Mar 23, 2014",winter 2014,Finished Airing,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Funimation,Bones,Manga,24 min per ep,PG-13 - Teens 13 or older,650.0,27,32675,1226988.0,2079087,https://cdn.myanimelist.net/images/anime/1886/128266.jpg
33970,Girls & Panzer: Saishuushou Part 1,Girls und Panzer das Finale – Part 1,『ガールズ＆パンツァー 最終章』第1話,7.95,UNKNOWN,"Rumor has it that Momo Kawashima, former student council member at Ooarai Girls Academy, is bound to repeat a year. Having failed her university entry exams, she is far from spending another year at Ooarai, but her plight is unenviable nevertheless.

The only way for her to gain admission into a university is to be granted an athletic scholarship. With the Winter Continuous Track Cup rapidly approaching, Momo becomes the commander of Ooarai's tankery team, so as to demonstrate her sport skills and wipe away the stain on her honor.

Their first opponent—French-themed BC Freedom High School—is split into two factions that are constantly at odds with each other. Despite this seemingly fortuitous match against a disorganized rival, Ooarai might soon find itself taking one step too far.",Movie,1.0,"Dec 9, 2017",UNKNOWN,Finished Airing,"Bandai Visual, Lantis, Showgate",Sentai Filmworks,Actas,Original,48 min,PG-13 - Teens 13 or older,644.0,3060,132,20942.0,45289,https://cdn.myanimelist.net/images/anime/1859/91463.jpg
48411,Aria the Benedizione,UNKNOWN,ARIA The BENEDIZIONE,7.95,"Fantasy, Sci-Fi, Slice of Life","The successor and branch manager of the Himeya Company—one of the many Undine associations housing female gondoliers—Aika S. Granzchesta surprises everyone when she rejects tradition and refuses to inherit the company's legendary gondola. Aika's apprentice Azusa B. McLaren, unable to wrap her mind around her mentor's unexpected decision, confronts her directly but to little effect. To better understand her reasoning, Azusa and her fellow Undines secretly plan to arrange a meeting with Aika.

With the much-awaited winter days in sight, accompanied by the tranquility and sublimity of Neo-Venezia, Aika reminisces about her journey as an Undine that forged her into the person she is today. As she vividly remembers all those invaluable experiences of the past, she trusts they will continue to guide her into the unknown yet boundless future.",Movie,1.0,"Dec 3, 2021",UNKNOWN,Finished Airing,"Shochiku, Rakuonsha, flying DOG",UNKNOWN,J.C.Staff,Manga,1 hr,PG-13 - Teens 13 or older,643.0,7183,24,1995.0,6511,https://cdn.myanimelist.net/images/anime/1707/117069.jpg
122,Full Moon wo Sagashite,Searching for the Full Moon,満月をさがして,7.94,"Comedy, Drama, Romance, Supernatural","Two years ago, Mitsuki Kouyama's friend, Eichi Sakurai, moved to America before she could confess her feelings to him. Though she cannot contact him, they made a promise to fulfill their respective dreams: Mitsuki wants to become a professional singer, and Eichi an astronomer. She hopes that one day her music will reach him across the world with a brilliance like that of the full moon.

There is just one catch: Mitsuki suffers from throat cancer, which makes her voice quiet and singing strenuous. Her grandmother, who has a hatred of music, insists that Mitsuki undergo surgery to remove the cancer, but she refuses due to the risk of losing her voice. One day, two shinigami—Meroko Yui and Takuto Kira—appear to tell her that she only has one year left to live. This sudden revelation spurs Mitsuki into action, and she decides that with Meroko and Takuto's help, she will become a professional singer in the time she has left.

Full Moon wo Sagashite follows the emotional story of Mitsuki and her shinigami friends as they discover what it means to sing—and ultimately, what it means to live.",TV,52.0,"Apr 6, 2002 to Mar 29, 2003",spring 2002,Finished Airing,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,660.0,1860,1782,46837.0,106414,https://cdn.myanimelist.net/images/anime/1900/99154.jpg
996,Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,美少女戦士セーラームーン セーラースターズ,7.94,"Adventure, Comedy, Drama, Fantasy, Romance","Like the R Season, Sailor Stars is divided into two arcs:

The first arc (also filler) solves some conflicts from the SuperS season, and also sees the return of the Outer Senshi, Haruka, Michiru, Setsuna, and Hotaru (now reborn as a child).

The second arc is the actual plot from the manga. Usagi bids farewell to Mamoru, who is going to America to study abroad. In his place comes the Three Lights, an idol trio consisting of three boys, Seiya, Taiki, and Yaten. The new enemy is Galaxia, a woman who desires to rule the entire galaxy by collecting the Star Seeds of humans. Three new Senshi appear, the Sailor Starlights, who also intend to stop Galaxia without Sailor Moon's help.",TV,34.0,"Mar 9, 1996 to Feb 8, 1997",spring 1996,Finished Airing,"TV Asahi, Toei Advertising",VIZ Media,Toei Animation,Manga,24 min per ep,PG-13 - Teens 13 or older,657.0,1835,1191,54864.0,108935,https://cdn.myanimelist.net/images/anime/1645/105992.jpg
1089,Macross: Do You Remember Love?,UNKNOWN,超時空要塞マクロス -愛・おぼえていますか-,7.94,"Action, Romance, Sci-Fi","After warping light-years away from Earth, the spacecraft Macross carries a city of civilians and soldiers back home. They continuously fight off the threat of the Zentradi and Meltrandi, giant alien races with whom humanity wages war. 

During a battle, the Macross transforms into a mecha operated by fighter pilot Hikaru Ichijou. Thrust into a number of hardships, Hikaru grows close to the city's idol Minmay Lynn. As their relationship develops, however, it is viewed unfavorably by others due to Minmay's status and popularity.

With war raging on and the state of Earth unknown, Hikaru and his fellow soldiers fight on against their mysterious enemies. Throughout the bloodshed, Hikaru and Minmay attempt to keep hold of their feelings for one another. Minmay pours her heart into her music, which may just turn out to be the key to finding peace.",Movie,1.0,"Jul 7, 1984",UNKNOWN,Finished Airing,"Mainichi Broadcasting System, Studio Nue, Big West",UNKNOWN,Tatsunoko Production,Original,1 hr 55 min,R+ - Mild Nudity,665.0,3036,717,21822.0,45884,https://cdn.myanimelist.net/images/anime/1080/107017.jpg
2076,Kindaichi Shounen no Jikenbo,The File of Young Kindaichi,金田一少年の事件簿,7.94,Mystery,"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself.

With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced.",TV,148.0,"Apr 7, 1997 to Sep 11, 2000",spring 1997,Finished Airing,"Dentsu, Yomiuri Telecasting",UNKNOWN,Toei Animation,Manga,24 min per ep,R - 17+ (violence & profanity),663.0,3849,232,7331.0,29332,https://cdn.myanimelist.net/images/anime/1702/120440.jpg
2618,Takarajima,Treasure Island,宝島,7.94,"Adventure, Drama, Mystery","Jim Hawkins is a young boy lead by progressive events to embark on a search journey for the legendary treasure of the once dreaded pirate, Captain Flint. On their way to Treasure Island, John Silver, Jim's best friend, take over command of the ship revealing his true self as the ruthless pirate who once was the right hand of Flint himself. Feeling betrayed, Jim now has to deal with his mixed feelings and face Silver who still consider himself and Jim as friends. 

(Source: ANN)",TV,26.0,"Oct 8, 1978 to Apr 1, 1979",fall 1978,Finished Airing,Madhouse,Discotek Media,Tokyo Movie Shinsha,Novel,24 min per ep,PG-13 - Teens 13 or older,652.0,4644,259,6598.0,19358,https://cdn.myanimelist.net/images/anime/11/56123.jpg
5682,Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,Phantom 〜Requiem for the Phantom〜,7.94,"Action, Drama, Suspense","Mafia is rife in America where assassinations are a regular occurrence on the streets. Inferno, a mysterious company, is behind most of these dealings through the use of their near-invincible human weapon, ""Phantom.""

One day, a Japanese tourist accidentally witnesses Phantom's latest murder. Desperate to escape, the tourist hides in a secluded building. However, Phantom, revealed to be a young woman named Ein, and the leader of Inferno ""Scythe Master"" captures the tourist and brainwashes him.

Given the name ""Zwei,"" this once peaceful tourist is now a puppet of Inferno with no memories. Drawn into a world of lies, deceit, and violence, Zwei must fight to survive, hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death.",TV,26.0,"Apr 3, 2009 to Sep 25, 2009",spring 2009,Finished Airing,"Genco, Media Factory",Funimation,Bee Train,Visual novel,24 min per ep,R+ - Mild Nudity,671.0,670,4438,123373.0,325974,https://cdn.myanimelist.net/images/anime/8/22470.jpg
7222,Macross F Movie 2: Sayonara no Tsubasa,Macross Frontier: The Wings of Farewell,劇場版 マクロスＦ 恋離飛翼 ～サヨナラノツバサ～,7.94,"Action, Award Winning, Romance, Sci-Fi",Second Macross Frontier movie.,Movie,1.0,"Feb 26, 2011",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Satelight, 8bit",Original,1 hr 54 min,PG-13 - Teens 13 or older,664.0,4000,119,13340.0,26811,https://cdn.myanimelist.net/images/anime/13/76398.jpg
10049,Nurarihyon no Mago: Sennen Makyou,Nura: Rise of the Yokai Clan - Demon Capital,ぬらりひょんの孫 千年魔京,7.94,"Action, Supernatural","Long before Rikuo Nura was born, the legendary youkai Nurarihyon, leader of a ""Night Parade of One Hundred Demons,"" fell in love with a human woman. Though the two would initially find happiness, a threat from the terrifying fox-demon Hagoromo Gitsune would get in the way of their relationship. 

In the present, Rikuo has taken his rightful place as the heir to the Nura Clan. While he has accepted his youkai side, he must continue to maintain the secret of youkai, a difficult task when faced with the Keikain onmyouji clan and his youkai-obsessed friend, Kiyotsugu. Even so, Rikuo will do what he must to protect those important to him.

The reappearance of the sinister Hagoromo Gitsune marks the start of Rikuo's most fearsome trial yet. The frightening creature bears a personal vendetta against his family and will stop at nothing to see her dream come to fruition. The world stands at a precipice, an all-out war that will drag Rikuo centerstage.",TV,24.0,"Jul 3, 2011 to Dec 18, 2011",summer 2011,Finished Airing,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Imagine",VIZ Media,Studio Deen,Manga,23 min per ep,PG-13 - Teens 13 or older,668.0,1366,634,81923.0,158964,https://cdn.myanimelist.net/images/anime/5/77300.jpg
17549,Non Non Biyori,Non Non Biyori,のんのんびより,7.94,Slice of Life,"Hotaru Ichijou's lifestyle completely changes when she leaves Tokyo and moves with her family to the isolated Asahigaoka village. Her new school has only five students including herself, all sharing a single classroom regardless of grade level. There are no convenience stores in the area, and it can take up to two hours for a bus to arrive.

Nevertheless, Hotaru finds herself captivated by the countryside's charm thanks to her four unique schoolmates with whom she quickly forms a genuine bond. The most colorful of them is Renge Miyauchi, a first-grader who is often perceptive despite her age. However, no less intriguing are the three Koshigaya siblings: the quiet oldest brother Suguru, the petite older sister Komari, and the prankish youngest sister Natsumi.

Having someone from the city join their cheerful little group enlivens the ordinary days in Asahigaoka. Not only does Hotaru bring firsthand knowledge from the alluring outside world, but her fresh outlook on life welcomes a blossom of change to their usual routine.",TV,12.0,"Oct 8, 2013 to Dec 24, 2013",fall 2013,Finished Airing,"TV Tokyo, Lantis, Media Factory, Kadokawa Shoten, AT-X, Sony Music Communications",Sentai Filmworks,SILVER LINK.,Manga,24 min per ep,PG-13 - Teens 13 or older,667.0,514,6139,169234.0,411849,https://cdn.myanimelist.net/images/anime/2/51581.jpg
18179,Yowamushi Pedal,Yowamushi Pedal,弱虫ペダル,7.94,Sports,"Sakamichi Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive it by finding students who are willing to join. Without much luck, Onoda decides to make a round trip to Akihabara on his old, bulky city bicycle, a weekly 90-kilometer ride he has been completing since fourth grade.
 
This is when he meets fellow first year student, Shunsuke Imaizumi, a determined cyclist who is using the school's steep incline for practice. Surprised by Onoda's ability to climb the hill with his specific type of bicycle, Imaizumi challenges him to a race, with the proposition of joining the anime club should Onoda win. And thus begins the young boy's first foray into the world of high school bicycle racing!",TV,38.0,"Oct 8, 2013 to Jul 1, 2014",fall 2013,Finished Airing,"TV Tokyo, MediaNet, TOHO animation, Akita Shoten",Discotek Media,TMS Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,656.0,993,2275,112886.0,225986,https://cdn.myanimelist.net/images/anime/5/53211.jpg
31174,Osomatsu-san,Mr. Osomatsu,おそ松さん,7.94,Comedy,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, and lovable Todomatsu. Despite each one of them being over the age of 20, they are incredibly lazy and have absolutely no motivation to get a job, choosing to live as NEETs instead. In the rare occurrence that they try to look for employment and are somehow able to land an interview, their unique personalities generally lead to their swift rejection.

From trying to pick up girlfriends to finding the perfect job, the daily activities of the Matsuno brothers are never dull as they go on all sorts of crazy, and often downright bizarre, adventures. Though they desperately search for a way to improve their social standing, it won't be possible if they can't survive the various challenges that come with being sextuplets!",TV,25.0,"Oct 6, 2015 to Mar 29, 2016",fall 2015,Finished Airing,"TV Tokyo, Dentsu, Rakuonsha, Avex Pictures, Daiichi Shokai, Fujio Production",VIZ Media,Pierrot,Original,23 min per ep,R - 17+ (violence & profanity),670.0,1307,3507,65246.0,168057,https://cdn.myanimelist.net/images/anime/7/76540.jpg
35968,Wotaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,ヲタクに恋は難しい,7.94,Romance,"Having slept through all four of her alarms, the energetic Narumi Momose finds herself running late for her first day of work at a new office. As she races to catch her train, she makes a promise to herself that none of her coworkers will find out about her dark secret: that she is an otaku and a fujoshi. Her plan goes instantly awry, though, when she runs into Hirotaka Nifuji, an old friend from middle school. Although she tries to keep her secret by inviting him out for drinks after work, her cover is blown when he casually asks her whether or not she will be attending the upcoming Summer Comiket. Luckily for her, the only witnesses—Hanako Koyanagi and Tarou Kabakura—are otaku as well.
            
Later that night, the pair go out for drinks so that they can catch up after all the years apart. After Narumi complains about her previous boyfriend breaking up with her because he refused to date a fujoshi, Hirotaka suggests that she try dating a fellow otaku, specifically himself. He makes a solemn promise to always be there for her, to support her, and to help her farm for rare drops in Monster Hunter. Blown away by the proposal, Narumi agrees immediately. Thus the two otaku start dating, and their adorably awkward romance begins.",TV,11.0,"Apr 13, 2018 to Jun 22, 2018",spring 2018,Finished Airing,"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Ichijinsha, Kanetsu Investment, Christmas Holly",UNKNOWN,A-1 Pictures,Web manga,22 min per ep,PG-13 - Teens 13 or older,654.0,159,11110,494378.0,926723,https://cdn.myanimelist.net/images/anime/1864/93518.jpg
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,Fate/Grand Order: Absolute Demonic Front - Babylonia,Fate/Grand Order -絶対魔獣戦線バビロニア-,7.94,"Action, Fantasy, Supernatural","A.D. 2016, the foundations of humanity have been incinerated by the Mage King Solomon. Chaldea, a secret mages organization with the mission to preserve humanity's future, foresaw mankind's extinction in 2015. Thus commenced the operation to repair the Singularities in history caused by Holy Grails dispersed across time and space—Operation Grand Order. 

Using the Rayshift time travel technology, Chaldea's last master Ritsuka Fujimaru and his demi-servant Mash Kyrielight have traveled to and resolved six Singularities. Now, they depart for their most dangerous destination yet: a civilization in the Age of Gods, B.C. 2655 Mesopotamia. Ritsuka and Mash soon discover that Demonic Beasts roam the land, attacking people and towns. Amidst chaos and terror lies humanity's last defense—Uruk, a fortress city that acts as the frontline for the battle against the beasts. The battlefront is commanded by none other than King Gilgamesh, the King of Heroes, who sought aid from Heroic Spirits and took on the role of a mage to protect his city. 

Along with Gilgamesh and the summoned servants, Ritsuka and Mash must protect Uruk against the magical beasts' onslaught and defeat the Three Goddess Alliance who aims to eradicate humankind; all the while, a greater threat looms over Uruk, preparing for its awakening.",TV,21.0,"Oct 5, 2019 to Mar 21, 2020",fall 2019,Finished Airing,"Aniplex, Notes, Delightworks",Aniplex of America,CloverWorks,Game,23 min per ep,PG-13 - Teens 13 or older,659.0,845,2443,124834.0,265020,https://cdn.myanimelist.net/images/anime/1194/103420.jpg
73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,フルメタル パニック！The Second Raid,7.93,Action,"After overcoming various tumultuous events, mercenary sergeant Sousuke Sagara of Mithril and ""Whispered"" school girl Kaname Chidori return to their normal high school lives. Sousuke continues his efforts to assimilate with the civilian population and manage his mission at the same time, while Kaname attempts to support his endeavors (even though his antics often drive her up a wall). 

However, as their lives calm, new problems begin to appear. The appearance of an independent terrorist organization  known as Amalgam and internal conflicts within Mithril threaten to wreak unity into a series of failures and betrayals. And new, powerful Arm Slave models only worsen the situation when the world's peace is at stake. 

As Kaname and Sousuke face their own inner battles amidst life-threatening fights, will they be able to make the right choices and change their future?",TV,13.0,"Jul 14, 2005 to Oct 20, 2005",summer 2005,Finished Airing,"WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures","ADV Films, Funimation, Kadokawa Pictures USA",Kyoto Animation,Light novel,24 min per ep,R - 17+ (violence & profanity),682.0,878,1268,145898.0,255279,https://cdn.myanimelist.net/images/anime/11/75261.jpg
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,xxxHOLiC The Movie: A Midsummer Night's Dream,劇場版　×××HOLiC　真夏ノ夜ノ夢,7.93,"Comedy, Drama, Mystery, Supernatural","Summer break has arrived, but while his other classmates are out having fun, Kimihiro Watanuki continues to work as compensation for the eccentric Yuuko in her shop. With the spirits and supernatural phenomena that bother him lessening, he pays his dues by cleaning, cooking, and doing whatever else the apparently lazy Yuuko needs.

Watanuki, however, gets involved in a new predicament when Yuuko receives a mysterious invitation to a mansion whose owner seeks Yuuko's wish-granting ability. When he, Yuuko, and his classmate Shizuka Doumeki make their way to the peculiar residence, they meet others who were summoned by the same strange invitation. All of them are collectors of various unique items, drawn there by the chance to expand their collections. But as the collectors begin to disappear one by one, Watanuki and his companions must solve the mystery and put the case to rest, or find themselves in risk of danger.",Movie,1.0,"Aug 20, 2005",UNKNOWN,Finished Airing,"Shochiku, Kodansha, Movic",Funimation,Production I.G,Manga,1 hr,PG-13 - Teens 13 or older,679.0,2538,119,33150.0,64411,https://cdn.myanimelist.net/images/anime/1482/107802.jpg
11239,Hidamari Sketch x Honeycomb,UNKNOWN,ひだまりスケッチ×ハニカム,7.93,Comedy,"Studying at the Yamabuki Arts High School has been a dream-come-true for Yuno, and she's learned so much already! And not just from her instructors, but from her friends and neighbors who've become her second family and made the Hidamari Apartments such a safe and nurturing home. But as the day of her ""big sisters"" Sae and Hiro's graduation draws slowly closer, it's time for Yuno to start seriously taking on the same role for Nazuna, Nori and the other budding young artists who've entered Hidamari's protective cocoon. And it's also time to tackle some really challenging artistic assignments. That doesn't mean there won't still be time for fun with Miyako and all the others, but it's definitely time to pencil in her plans for the future. And sometimes that means you have to put the art before the course! 

(Source: Sentai Filmworks)",TV,12.0,"Oct 5, 2012 to Dec 21, 2012",fall 2012,Finished Airing,"Aniplex, Lantis, TBS, Movic, Houbunsha, Grooove",Sentai Filmworks,Shaft,4-koma manga,24 min per ep,PG-13 - Teens 13 or older,685.0,4308,186,10060.0,22918,https://cdn.myanimelist.net/images/anime/2/50501.jpg
11739,Kimi to Boku. 2,You and Me 2,君と僕。2,7.93,"Comedy, Drama, Romance, Slice of Life","""No matter how many years go by, I'm sure we'll still be laughing together."" 

Twins Yuta and Yuki, Kaname, and Shun have been childhood friends since kindergarten. When transfer student Chizuru joins them, their five man school life becomes all the more lively. Through the changing seasons, the boys will find laughter, surprises, love, and new encounters waiting for them. 

The second season of the boys growing a little every day of their invaluable daily lives is about to begin! 

(Source: Crunchyroll)",TV,13.0,"Apr 3, 2012 to Jun 26, 2012",spring 2012,Finished Airing,"TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",UNKNOWN,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,673.0,2128,368,41005.0,86314,https://cdn.myanimelist.net/images/anime/10/42107.jpg
12031,Kingdom,Kingdom,キングダム,7.93,Action,"China’s Warring States period, a raging dragon that would raze the land for 500 years, saw many kingdoms rise and fall, making way for the next generation of kings and generals to fight for supremacy. Eventually, seven powerful states emerged from the endless cycle of warfare.

In the kingdom of Qin, Xin, a war-orphaned slave, trains vigorously with fellow slave and best friend, Piao, who shares his proud dream of one day becoming a Great General of the Heavens. However, the two are suddenly forced to part ways when Piao is recruited to work in the royal palace by a retainer of the King.

After a fierce coup d'état unfolds, Piao returns to Xin, half dead, with a mission that will lead him to a meeting with China's young King, Ying Zheng, who bears a striking resemblance to Piao. Kingdom follows Xin as he takes his first steps into the great blood-soaked pages of China's history. He must carve his own path to glory on his long quest to become a Great General of the historic Seven Warring States.",TV,38.0,"Jun 4, 2012 to Feb 25, 2013",summer 2012,Finished Airing,"NHK, Sogo Vision",Funimation,Pierrot,Manga,25 min per ep,R - 17+ (violence & profanity),674.0,1096,1663,70192.0,204262,https://cdn.myanimelist.net/images/anime/13/39511.jpg
